Product_url,brand,Title,Description,Sale_price,MRP,Discount_percentage,Seller_name,seller_rating,Number_of_ratings,Number_of_reviews,UPC,Star_rating_of_the_product,Color,Model,Headphone Type,Is sweatproof,Is water resistant,Microphon,Connectivity,Battery life
https://www.flipkart.com/zebronics-zeb-rhythm-wireless-bt-earphone-mic-bluetooth-headset/p/itm783063c0b17fd?pid=ACCFV5Y8QDZ4MDY6,ZEBRONICS,"ZEBRONICS ZEB RHYTHM WIRELESS BT EARPHONE WITH MIC Bluetooth Headset  (Black, In the Ear)","ZEB-RHYTHM Neckband Wireless BT Earphone ,VOICE ASSISTANT SUPPORT,VOLUME/MEDIA CONTROL,DUAL PAIRING,CALL FUNCTION,BUILT-IN RECHARGEABLE BATTERY .BT Version 5.0",999,1351,26,RAHULCOMPUTECH,4.1,14,0,ACCFV5Y8QDZ4MDY6,2.9,Black,ZEB RHYTHM WIRELESS BT EARPHONE WITH MIC,In the Ear,Not available,No,Yes,Bluetooth,Not available
https://www.flipkart.com/beats-mxya2zm-a-bluetooth-headset/p/itm4d33e0b748b70?pid=ACCFY7EHQYYDR8HD,Beats,"Beats MXYA2ZM/A Bluetooth Headset  (Lava Red, True Wireless)",Description Not available,21500,21500,0,SuperComNet,4.6,0,0,ACCFY7EHQYYDR8HD,Not available,Lava Red,MXYA2ZM/A,True Wireless,Yes,Not available,Yes,Bluetooth,24
https://www.flipkart.com/skullcandy-ink-d-bluetooth-headset-mic/p/itm188cc604f56c5?pid=ACCEKZEPUEYGYHJQ,Skullcandy,"Skullcandy Ink'd Bluetooth Headset with Mic  (Red/Black, In the Ear)",Do you crave for a Bluetooth headset that fits well and delivers exceptional sound quality? This Ink’d headset by Skullcandy now features a Bluetooth functionality in a low-profile and lightweight form factor.,2999,3999,25,SuperComNet,4.6,46639,4868,ACCEKZEPUEYGYHJQ,4.1,Red/Black,S2IKW-J335,In the Ear,Not available,No,Yes,Bluetooth,8 hr
https://www.flipkart.com/sony-mdr-ex15ap-gaming-earphones-clear-sound-extra-bass-mic-wired-headset/p/itm0f17931abbaec?pid=ACCG3YW2QYB58CK4,SONY,"SONY MDR-EX15AP Gaming Earphones Clear Sound Extra Bass With Mic Wired Headset  (Purple, Pink, In the Ear)",Description Not available,890,890,0,BestU,4.2,0,0,ACCG3YW2QYB58CK4,Not available,"Purple, Pink",MDR-EX15AP Gaming Earphones Clear Sound Extra Bass With Mic,In the Ear,Yes,No,Yes,Wired,Not available
https://www.flipkart.com/jbl-endurance-run-wired-headset/p/itm8a6b4c228e561?pid=ACCF8CF7TWT4MSV5,JBL,"JBL Endurance Run Wired Headset  (Teal, In the Ear)","Results matter, and when you have the perfect headphones there's nothing standing in-between you and your workout. With their FlipHook design, they adapt to an in-ear or behind-the-ear fit for added convenience. A comfortable combination of FlexSoft ear tips and TwistLock technology means these buds are guaranteed never to hurt or fall out. And if you thought a little sweat or rain was going to ruin your run, think again. Thanks to IPX5 sweatproofing, JBL Endurance RUN headphones keep up with your every step, while an in-line microphone and remote ensures you're never reaching into your pocket to answer calls.",1148,1599,28,ARCHIESU,4.2,28272,2867,ACCF8CF7TWT4MSV5,4.3,Teal,JBLendurruntel,In the Ear,Not available,Yes,Yes,Wired,Not available
https://www.flipkart.com/zebronics-zeb-bro-wired-headset/p/itmf9380416973bb?pid=ACCFHECY3ZNGWSRH,ZEBRONICS,"ZEBRONICS ZEB-BRO Wired Headset  (Black, In the Ear)",The earphone comes with a snug fit providing utmost comfort while wearing them regularly. The snug-fit also ensures a passive noise cancellation so that you can bask in the pure audio experience.,206,299,31,E-Stoke,4.4,35143,4793,ACCFHECY3ZNGWSRH,3.8,Black,ZEB-BRO,In the Ear,Yes,Yes,Yes,Wired,Not available
https://www.flipkart.com/skullcandy-indy-evo-bluetooth-headset/p/itmbbe45da20e0d3?pid=ACCFWGEYZUPABFXD,Skullcandy,"Skullcandy Indy Evo Bluetooth Headset  (Blue, True Wireless)",Description Not available,6599,9999,34,SUNSYSS,3.1,207,40,ACCFWGEYZUPABFXD,3.9,Blue,Indy Evo,True Wireless,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/boat-bassheads-100-wired-headset/p/itm932311186c12a?pid=ACCF94NHDZAGWDS4,boAt,"boAt BassHeads 100 Wired Headset  (Furious Red, In the Ear)","If you are looking for a stylish pair of wired earphones, you should consider the boAt BassHeads 100 earphones. The earbuds of this pair of earphones come with a unique design that is inspired by the hawk and looks extremely trendy. The boAt BassHeads 100 earphones are also lightweight and can be worn easily for long durations.",379,999,62,CORSECA,4.7,804346,75133,ACCF94NHDZAGWDS4,4.3,Furious Red,BassHeads 100 / Bassheads 110,In the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/jbl-live-220bt-bluetooth-headset/p/itmd680ecb572ded?pid=ACCFKFZDSFHXRFHG,JBL,"JBL Live 220BT Bluetooth Headset  (Blue, In the Ear)",Description Not available,4499,5299,15,ElectropStore,4.3,211,24,ACCFKFZDSFHXRFHG,3.1,Blue,Live 220BT,In the Ear,Not available,No,Yes,Bluetooth,10
https://www.flipkart.com/zebronics-zeb-tulip-wired-headset/p/itm511b3dbf2aa7a?pid=ACCFT7GYWRFFSD9F,ZEBRONICS,"ZEBRONICS Zeb-Tulip Wired Headset  (White, In the Ear)","Listen to your favourite tracks all day, every day with this Zebronics headset. Its in-ear design ensures a firm and comfortable fit, while the in-line mic helps you switch from music to calls with ease. Also, its 3.5 mm jack makes it compatible to a vast range of devices.",299,399,25,SuperComNet,4.6,23,2,ACCFT7GYWRFFSD9F,4.2,White,Zeb-Tulip,In the Ear,No,No,Yes,Wired,Not available
https://www.flipkart.com/skullcandy-jib-headset-mic/p/itm7895dc09eb096?pid=ACCF6C86FVXGXUNJ,Skullcandy,"Skullcandy Jib Headset with mic  (Red Black, In the Ear)",Description Not available,771,999,22,Creative Deals,4.7,59478,6549,ACCF6C86FVXGXUNJ,4,Red Black,S2DUY-L676,In the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/jbl-harman-tune-700bt-bluetooth-headset/p/itmee5747acb5ae0?pid=ACCFPCGPRHPCNDHY,JBL,"JBL by Harman Tune 700BT Bluetooth Headset  (Black, On the Ear)",Description Not available,4799,4999,4,SuperComNet,4.6,244,22,ACCFPCGPRHPCNDHY,4,Black,Tune 700BT,On the Ear,No,No,Yes,Bluetooth,27
https://www.flipkart.com/sony-mdr155apblack-wired-headset/p/itm7cb007dc192b2?pid=ACCF2Z2MNPHZV69F,SONY,"SONY mdr155apblack Wired Headset  (Black, In the Ear)",Pick a tune and hum on the go with this compact Sony Wired Headset and Mic. These headphones have a serrated design and are hence knot-resistant. They also have 4 different earbud sizes for customized comfort.,1265,1290,1,Gadgets For U,3.9,70,5,ACCF2Z2MNPHZV69F,4.1,Black,mdr155apblack,In the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/jbl-c150si-wired-headset/p/itm4c2c40da7accf?pid=ACCEHDJPSVZ4UYXP,JBL,"JBL C150SI Wired Headset  (White, In the Ear)","Stay entertained even during those long commute hours with this pair of JBL earphones. These lightweight earphones feature a premium metallic finish that makes them look stylish and sturdy. You can also make, receive or end calls quickly with its one-button universal remote.",699,1399,50,CORSECA,4.7,279860,31138,ACCEHDJPSVZ4UYXP,4.2,White,C150SIUWHT,In the Ear,No,No,Yes,Wired,Not available
https://www.flipkart.com/zebronics-bluetooth-headset/p/itm476d58afc3c9c?pid=ACCFUYYKYZMAGZFZ,ZEBRONICS,"ZEBRONICS Bluetooth Headset Bluetooth Headset  (Black, True Wireless)",wireless headset that comes with a stylish rubber finish. The headset has a dual pairing option and comes with controls for media/volume and has a full charge indication too.,399,499,20,RR collection,0,0,0,ACCFUYYKYZMAGZFZ,Not available,Black,Bluetooth Headset,True Wireless,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/sony-ex155-wired-headset/p/itmf0b70fe3b1f57?pid=ACCEVAEWU4VHK24E,SONY,"SONY EX155 Wired Headset  (White, In the Ear)","These earphones from Sony are built for people who are constantly on the move. These earphones feature an Inline Mic, whose functions can be configured as per your convenience. They feature 9 mm Neodymium Drivers and they support a wide frequency range of 5 Hz to 24 KHz so that you can have an enjoyable listening experience.  Inline Mic
 	This feature makes for a seamless hands-free calling experience - you can easily switch to take/make calls easily while you are listening to music.  Smart Key Application
 	With this easy-to-use application, you can configure the mic button to choose the volume control or track control functions. You can download this app from the Play Store, that is compatible with Android devices (4.0 or above), and set the functions for the mic button.  9 mm Neodymium Drivers
 	You can enjoy music that is powerful, yet perfectly balanced and detailed right on these earphones. These earphones support a wide frequency range of 5 Hz to 24 KHz so that you can hear even the most subtle details in your music.  Music Mobility
 	This pair of earphones is lightweight, allowing you to carry it around with ease. It also features a shiny metallic finish housing to match your style.  Snug Fit
 	With soft and secure-fitting silicone earbuds that fit perfectly, you can listen to music without facing any discomfort.  Wire Manager
 	Now, you don’t have to fret about your earphones getting tangled thanks to this feature.",1099,1290,14,CORSECA,4.7,17651,1855,ACCEVAEWU4VHK24E,4.2,White,MDR-EX155AP,In the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/boat-rockerz-255f-bluetooth-headset/p/itm07fd890982742?pid=ACCFN6887NJPGZGT,boAt,"boAt Rockerz 255F Bluetooth Headset  (Ocean Blue, In the Ear)",Description Not available,1299,2990,56,CORSECA,4.7,716019,66380,ACCFN6887NJPGZGT,4.2,Ocean Blue,Rockerz 255F / Rockerz 255,In the Ear,Yes,Yes,Yes,Bluetooth,8 hours
https://www.flipkart.com/jabra-elite-75t-active-noise-cancellation-enabled-bluetooth-headset/p/itm690a45e8ef288?pid=ACCFNSWFBHDB8BD7,Jabra,"Jabra Elite 75t With Active Noise Cancellation enabled Bluetooth Headset  (Beige, Gold, True Wireless)",Description Not available,9999,15999,37,SuperComNet,4.6,636,101,ACCFNSWFBHDB8BD7,4.3,"Beige, Gold",Elite 75t,True Wireless,Yes,Yes,Yes,Bluetooth,24
https://www.flipkart.com/boat-bassheads-242-wired-headset/p/itm9f487ea4627ba?pid=ACCFUXTX7BAJEF4P,boAt,"boAt Bassheads 242 Wired Headset  (Orange, In the Ear)","Get ready to redefine fitness fashion and utility with the boAt Bassheads 242, it's time to get your sport on. It carries ear hooks that are crafted from silicon to maximize comfort and a secure fit that allows you to maximize your workouts. Coated with IPX 4 sweat and water protection, the Bassheads 242 emphasizes on all around ability with 10mm drivers that reproduces a quality sound. Move around freely with the superior coated cable that reaches comfortably from your pocket till your ears. Connect to a number of devices with ease using the 3.5mm straight jack, because there's no stress, only sweetness when you're riding the waves on this boAt. You can tune in and out with the pause/play button that can also take calls (With In-line Mic.) and control volume in-between exercise reputations. Lead your fight to fitness in style with the boAt Bassheads 242, its time to get your sport on!",499,1490,66,SuperComNet,4.6,199837,20927,ACCFUXTX7BAJEF4P,4.3,Orange,Bassheads 242,In the Ear,Yes,Yes,Yes,Wired,Not available
https://www.flipkart.com/skullcandy-ink-d-headset-mic/p/itmc722f717c6b56?pid=ACCEHGSWG7AWC4GY,Skullcandy,"Skullcandy Ink'd Headset with mic  (Gray Mint, In the Ear)","The Skullcandy earphones are perfect for listening to music while you are commuting. Sleek and easy to pack, these earphones ensure that you have a quality listening experience every time you put them on.",960,1699,43,TAMVIRENTERPRISE(Not Enough Ratings),0,173085,21995,ACCEHGSWG7AWC4GY,4,Gray Mint,S2IKJY-528,In the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/zebronics-zeb-bang-bluetooth-headset/p/itmc12be40c0f576?pid=ACCFKTFZX6HCA5AJ,ZEBRONICS,"ZEBRONICS Zeb-Bang Bluetooth Headset  (Black, On the Ear)",Description Not available,799,1599,50,SuperComNet,4.6,1641,275,ACCFKTFZX6HCA5AJ,4.1,Black,Zeb-Bang,On the Ear,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/boat-rockerz-450-bluetooth-headset/p/itmdb79a9c0cb56f?pid=ACCFEHZ8GSGWMMSD,boAt,"boAt Rockerz 450 Bluetooth Headset  (Luscious Black, On the Ear)","Are you looking for a headset that features eye-catching aesthetics and dual modes? If yes, bring home the boAt Rockerz 450 that has an AUX-mode as well as the Bluetooth connectivity feature. The 40-mm drivers and adjustable earcups ensure you enjoy a comfortable listening experience that is immersive.",1399,3990,64,CORSECA,4.7,163377,19812,ACCFEHZ8GSGWMMSD,4.3,Luscious Black,Rockerz 450,On the Ear,Not available,No,Yes,Bluetooth,15
https://www.flipkart.com/bose-quitecomfort-earbuds-active-noise-cancellation-enabled-bluetooth-headset/p/itm3a3f3bb93b33a?pid=ACCFVDF7EWCUUZXF,Bose,"Bose QuiteComfort Earbuds Active Noise cancellation enabled Bluetooth Headset  (Black, True Wireless)","If you want to upgrade your music listening experience by leaps and bounds, then without any inhibition you can get these Bose earbuds. They will let you enjoy not just the high-notes but the deep ones too, so each song of your playlist will sound rich and vivid. They also have a long battery life, and hence using them for hours will be easy. What’s more, you can wear them without feeling any uneasiness as they are constructed by using premium-quality materials.",26990,26990,0,SuperComNet,4.6,89,10,ACCFVDF7EWCUUZXF,4.4,Black,QuiteComfort Earbuds,True Wireless,Not available,Yes,Yes,Bluetooth,Not available
https://www.flipkart.com/skullcandy-sesh-s2tdw-m723-bluetooth-headset/p/itmcc81037cd0005?pid=ACCFNFAZMY7XZQGJ,Skullcandy,"Skullcandy Sesh S2TDW-M723 Bluetooth Headset  (marhoon, True Wireless)",Description Not available,4499,5999,25,ARCHIESU,4.2,1431,186,ACCFNFAZMY7XZQGJ,3.6,marhoon,Sesh S2TDW-M723,True Wireless,Yes,Yes,Yes,Bluetooth,Not available
https://www.flipkart.com/boat-rockerz-255f-pro-bluetooth-headset/p/itm61f7b7ecad425?pid=ACCFZ95MTQSX7NFD,boAt,"boAt Rockerz 255F Pro+ Bluetooth Headset  (Teal Green, In the Ear)","boAt Rockerz 255 Pro+ is a power-packed in-ear wireless neckband headphone that has been ergonomically designed to meet the needs of music lovers. The headphones come equipped with Bluetooth V5.0 for instant wireless connectivity. Its super powerful 300mAh battery provides a humongous playtime of up to 40 hours for an extended audio bliss. Its 10mm dynamic drivers help supply superior musical experience to the user with immersive sound. With our ASAP fast charge technology, you can get the headphones fully charged in just 60 minutes. It also offers resistance against water and sweat with IPX7 rated premium build. One can control the playback and calls easily via the provided multifunction controls and even summon respective smart Voice Assistant. Get ready to get enthralled by the pumped up audio and soaring vibe of Rockerz 255 Pro+",1499,3499,57,SuperComNet,4.6,7788,1022,ACCFZ95MTQSX7NFD,4.2,Teal Green,Rockerz 255F Pro+ / Rockerz 255 Pro+,In the Ear,Yes,Yes,Yes,Bluetooth,40
https://www.flipkart.com/sony-wh-ch710n-active-noise-cancellation-enabled-bluetooth-headset/p/itme94290baa4442?pid=ACCFRKMPBUCFX9XH,SONY,"SONY WH-CH710N Active noise cancellation enabled Bluetooth Headset  (Black, On the Ear)","Drown away all the ambient noise and groove to your favorite songs without any disturbance by getting the Sony WH-CH710N Wireless Noise-canceling Headphones. This pair of headphones also captures information about your environment so it can offer a customized noise-cancelation performance. These headphones offer a battery life of up to 35 hours on a full charge so you can groove to foot-tapping music for days without worrying about the battery draining out. Also, you can stay aware of the surroundings when you’re traveling by switching to the Ambient Sound mode.",8990,14990,40,SuperComNet,4.6,376,47,ACCFRKMPBUCFX9XH,3.7,Black,WH-CH710N,On the Ear,No,No,Yes,Bluetooth,35
https://www.flipkart.com/jbl-c50hi-wired-headset/p/itm59f107156a98c?pid=ACCFAMFQGCNEB8HM,JBL,"JBL C50HI Wired Headset  (Blue, In the Ear)","Say hello to an enhanced music experience with the JBL C50HI Wired Headset with Mic. With features, such as True Bass, Voice-assistant support, stylish looks and JBL Signature Sound, you will never want to be without these earphones.",499,999,50,Creative Deals,4.7,93484,8078,ACCFAMFQGCNEB8HM,4,Blue,C50HIBLU,In the Ear,No,No,Yes,Wired,Not available
https://www.flipkart.com/sony-wi-c200-bluetooth-headset/p/itm4870746e24d99?pid=ACCFGWBD7F3SGBRG,SONY,"SONY WI-C200 Bluetooth Headset  (White, In the Ear)","Listen to pop hits, classical concertos and jazz solos with brilliant clarity on these headphones from Sony. Thanks to Bluetooth technology, you can stream your all-time favourite tracks wirelessly. With up to 15 hours of playback, these headphones let you groove to your favourite music all day long. The 9 mm Driver Units deliver a captivating aural experience.",2149,2990,28,TRUE-TECH,4.6,4746,422,ACCFGWBD7F3SGBRG,4.1,White,WI-C200,In the Ear,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/sony-ex255ap-wired-headset/p/itme75dd340262a3?pid=ACCEVAEWWYUHEJHT,SONY,"SONY EX255AP Wired Headset  (Black, In the Ear)","These Sony earphones come equipped with an inline remote and mic that let you answer calls without touching your smartphone. It also features a serrated design that resists snags and tangles, which saves you the trouble of detangling the cable everytime you want to listen to music.",1699,1990,14,CORSECA,4.7,2770,347,ACCEVAEWWYUHEJHT,4.2,Black,MDR-EX255AP,In the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/boat-bassheads-182-wired-headset/p/itm9902fdfd61fff?pid=ACCFDJAKMFH7YVPQ,boAt,"boAt BassHeads 182 Wired Headset  (Jazzy Blue, In the Ear)","These boAt earphones are here to ensure that you get to groove to the beat of your favourite songs, all day long. With integrated controls and a mic, you can answer calls with just a tap (and even end calls with a tap). These earphones offer deep and heavy bass that will feel in your core. This way, you can enjoy gaming and listening to music.",499,1299,61,CORSECA,4.7,93355,9051,ACCFDJAKMFH7YVPQ,4.3,Jazzy Blue,BassHeads 182,In the Ear,No,No,Yes,Wired,Not available
https://www.flipkart.com/sony-wf-xb700-18-hours-battery-life-bluetooth-headset/p/itm9b6c7b60f9f2d?pid=ACCFSNJEVNWCUSH7,SONY,"SONY WF-XB700 With 18 Hours Battery Life Bluetooth Headset  (Black, True Wireless)","If you are looking for a Bluetooth-enabled wireless headset, then this Sony headset is ideal for you. It features EXTRA BASS to ensure that you can enjoy powerful bass. Moreover, its IPX4 rating makes it water- and sweat-resistant so that you can workout in peace.",7990,11990,33,SuperComNet,4.6,2631,356,ACCFSNJEVNWCUSH7,4.1,Black,WF-XB700,True Wireless,Yes,Yes,Yes,Bluetooth,9
https://www.flipkart.com/jbl-t500-bluetooth-headset/p/itm3b802c92cd064?pid=ACCFA2PPRSTCADBA,JBL,"JBL T500 Bluetooth Headset  (Blue, On the Ear)","The JBL TUNE500BT headphones let you stream powerful sound with no strings attached for up to 16 hours of pure pleasure. Easy to use and equipped with 32mm JBL drivers and JBL Pure Bass sound, these headphones provide easy access to great sound every time. And if a call comes in while you are watching a video on another device, the JBL TUNE500BT seamlessly switches to your mobile. Bluetooth enabled and designed to be comfortable, the JBL TUNE500BT headphones also allow you to connect to Siri or Google Now without using your mobile device. Available in 4 fresh colors and foldable for easy portability, the JBL TUNE500BT headphones are a grab �n go solution that help you to inject music into every aspect of your busy life.",2975,3799,21,ACE E-Tail,4.3,2693,329,ACCFA2PPRSTCADBA,4.3,Blue,JBLT500BTBLU,On the Ear,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/zebronics-zeb-pleasant-headphones-double-pin-wired-headset/p/itm39c00d34bfb01?pid=ACCG2Y9EGG58TBNW,ZEBRONICS,"ZEBRONICS Zeb Pleasant IT Headphones with double pin Wired Headset  (Black, On the Ear)","Pleasant is a sleek looking headphone which comes with 3.5MM jack. The headphone features a 40MM driver, mic along with a volume control button. The headphone is known for its deep base.",399,399,0,URESKA,4.4,0,0,ACCG2Y9EGG58TBNW,Not available,Black,Zeb Pleasant IT Headphones with double pin,On the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/sennheiser-momentum-true-wireless-bluetooth-headset/p/itm9e99e3c5e4ba0?pid=ACCFEE6F9NWWV6WP,Sennheiser,"Sennheiser Momentum True Wireless Bluetooth Headset  (Silver, Black, True Wireless)",Are you in search of a Bluetooth headset that delivers an impressive sound quality while still remaining user-friendly? The Sennheiser Momentum True Wireless Bluetooth Headset boasts a durable build quality and has an IPX4 rating. Its intuitive controls are easy to use. This Bluetooth headset has a play time of four hours. This extends further when you place it in its protective case to deliver a maximum of 12 hours of play time.,12999,24990,47,SuperComNet,4.6,189,23,ACCFEE6F9NWWV6WP,4.1,"Silver, Black",Momentum True,True Wireless,Yes,Yes,Yes,Bluetooth,12
https://www.flipkart.com/jbl-endurance-sprint-bluetooth-headset/p/itmf8687d4187253?pid=ACCF8CF7Z6A54DQ5,JBL,"JBL Endurance Sprint Bluetooth Headset  (Yellow, In the Ear)","Let nothing stop your workout. Wireless and IPX7 waterproof, the JBL Endurance SPRINT headphones are always up for a run, and with Speed Charge you can get an hour of listening time after charging the 8hr battery for just 10 minutes. Supremely comfortable with FlexSoft ear tips and TwistLock technology, these secure fit buds were designed from the ground up to amplify your workout. They're guaranteed never to hurt or fall out, while touch controls let you easily manage music and MagHook� lets you secure them conveniently close at hand when you're done using them.",3299,4199,21,CORSECA,4.7,993,123,ACCF8CF7Z6A54DQ5,3.8,Yellow,Endurance Sprint,In the Ear,Not available,Yes,Yes,Bluetooth,Not available
https://www.flipkart.com/zebronics-zeb-attraction-stereo-wired-headset/p/itm083d1ee9f5e8e?pid=ACCFP4ZU787GX3WX,ZEBRONICS,"ZEBRONICS ZEB-ATTRACTION Stereo Wired Headset  (Black, In the Ear)",Description Not available,220,399,44,RAHULCOMPUTECH,4.1,37,3,ACCFP4ZU787GX3WX,2.9,Black,ZEB-ATTRACTION Stereo,In the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/zebronics-zb-buds-20-wired-earphone-red-headset/p/itmcdba81d9544af?pid=ACCGFQ6UXGMM4YH2,ZEBRONICS,"ZEBRONICS Zb-Buds 20 wired earphone (Red) Wired Headset  (Red, In the Ear)","Zebronics Zeb-Buds 20 is a 3.5mm input Earphone with built in Mic producing amazing music playback with 14mm audio drivers. It's inline volume controller helps in toggling volume up & down on the go, and a sturdy 1.2 metre braided cable makes it look classy. Compatible with smartphone, tablets, laptops with 3.5mm audio jack.",399,599,33,SuperComNet,4.6,0,0,ACCGFQ6UXGMM4YH2,Not available,Red,Zb-Buds 20 wired earphone (Red),In the Ear,No,No,Yes,Wired,Not available
https://www.flipkart.com/zebronics-zeb-duke-101-wireless-headphone-mic-bluetooth-headset/p/itm2fbc614256394?pid=ACCGFJN8ZKGVWQBD,ZEBRONICS,"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic Bluetooth Headset  (Grey, On the Ear)","Sleek, comfortable, and easy to use, the ZEBRONICS ZEB DUKE 101 wireless headphones let you enjoy your favourite tracks anytime, anywhere. The adjustable headband and foldable ear cups enable you to carry these headphones easily, so you’re never too far away from music. Music lovers will appreciate the deep bass that these headphones deliver. Moreover, with up to 12 hours of playback time, these wireless headphones keep the entertainment going for an extended period.",1099,1899,42,SuperComNet,4.6,15,5,ACCGFJN8ZKGVWQBD,3.8,Grey,Zeb Duke 101 Wireless Headphone with Mic,On the Ear,No,No,Yes,Bluetooth,Not available
https://www.flipkart.com/boat-airdopes-461-bluetooth-headset/p/itm0051169c37523?pid=ACCFV5P52DW48KVG,boAt,"boAt Airdopes 461 Bluetooth Headset  (Active Black, True Wireless)","Tune into true wireless fun with boAt Airdopes 461 True Wireless earbuds. It offers a huge playback time of up to 46 hours with the case, including up to 6 hours of playtime per charge. With our ASAP Fast Charge technology, the earbuds fetch a playback time of up to 60 min in just 5 min of charge. Be Ambient Sound ready as the user does not have to remove earbuds to be aware of the surroundings and our BEAST mode makes Airdopes 461 a partner in entertainment with real-time audio and low latency. It also comes with IWP technology and Bluetooth v5.0 for instant connectivity. With its dual microphones on each earbud, the user can be heard clearly over calls. The unbeatable boAt signature sound shines through by offering an immersive experience. It is IPX5 rated to offer resistance against sweat and water scares. The earbuds have been crafted ergonomically with a Never-Drop design that keeps the earbuds securely in place whenever in use. Its smooth touch controls lets one command playback, hands-free and activate voice assistants with ease.",2999,7990,62,SuperComNet,4.6,2778,395,ACCFV5P52DW48KVG,3.8,Active Black,Airdopes 461,True Wireless,Yes,Yes,Yes,Bluetooth,46 hrs
https://www.flipkart.com/jbl-endurance-dive-bluetooth-headset/p/itm43fb4ffbb5c97?pid=ACCF8CF73ZBWD8JJ,JBL,"JBL Endurance Dive Bluetooth Headset  (Black, In the Ear)","When your routine takes place both in and out of the water, JBL Endurance DIVE headphones are built to keep up. Guaranteed never to hurt or fall out, Dive amplifies your workout with an IPX7 waterproof rating. Its sleek PowerHook design powers on automatically when you slip it behind your ear, while a secure wireless neckband keeps it in place. Leave your device behind with Dive's 1 gigabyte memory storage (up to 200 music tracks), accessed with touch controls. And with 8 hours of battery, Dive is ready to hit the pool, track, and gym all in one day.",4999,7399,32,Creative Deals,4.7,761,112,ACCF8CF73ZBWD8JJ,4,Black,Endurance Dive,In the Ear,Not available,Yes,Yes,Bluetooth,Not available
https://www.flipkart.com/sony-zx110-wired-without-mic-headset/p/itm14a6fce6c58fa?pid=ACCDPUC4VJ5YGUFY,SONY,"SONY ZX110 Wired without Mic Headset  (Black, On the Ear)","The Sony MDR headphones are designed for the music lovers. Comfortable and easy to carry, these headphones are an ideal investment. Enjoy the rich audio reproduction and deep bass they deliver as you listen to your favourite tracks.",949,1100,13,CORSECA,4.7,6855,822,ACCDPUC4VJ5YGUFY,4.1,Black,MDR-ZX110,On the Ear,Not available,Not available,No,Wired,Not available
https://www.flipkart.com/boat-rockerz-450-pro-bluetooth-headset/p/itm1dd633bc66c39?pid=ACCGYUVXVVMZJRHF,boAt,"boAt Rockerz 450 Pro Bluetooth Headset  (Hazel Beige, On the Ear)","boAt Rockerz 450 Pro is a power-packed on-ear wireless headphone that has been ergonomically designed to meet the needs of music lovers. The headphones come equipped with Bluetooth V5.0 for instant wireless connectivity. Apart from the wireless connectivity, one can utilize the AUX cable as well for a wired playback experience. Though we reckon that it will rarely come into use cause of the headphone super powerful 750mAh battery: it provides a humongous playtime of up to 70 hours! Its 40mm drivers help supply superior musical experience to the user with immersive sound. With our ASAP fast charge technology, you can get up to 10 hours of playback in just 10 minutes of charge. One can control the playback and calls easily via the easily accessible controls and even summon respective smart Voice Assistant. Get ready to get enthralled by the pumped up audio and soaring vibe of Rockerz 450 Pro.",1999,3990,49,SuperComNet,4.6,1929,269,ACCGYUVXVVMZJRHF,4.1,Hazel Beige,Rockerz 450 Pro,On the Ear,Not available,Not available,Yes,Bluetooth,70 hrs
https://www.flipkart.com/jbl-jblt210gry-wired-headset/p/itma18db8490a131?pid=ACCF45EGHZKHV2UH,JBL,"JBL JBLT210GRY Wired Headset  (Grey, In the Ear)","Introducing JBL T210 in-ear headphones. They�re lightweight, comfortable and compact. Under the metallic-finished housing, a pair of 8.7mm drivers punch out some serious bass, reproducing the powerful JBL Pure Bass sound you�ve experienced in concert halls, arenas and recording studios around the world. In addition, the single-button remote lets you control music playback, as well as answer calls on the fly with a built-in microphone, making the JBL T210 your everyday companion for work, at home and on the road.",1029,1199,14,ARCHIESU,4.2,11176,1252,ACCF45EGHZKHV2UH,4.1,Grey,JBLT210GRY,In the Ear,Not available,No,Yes,Wired,Not available
