"link";"price";"crawled_date"
"https://www.flipkart.com/zebronics-zeb-tulip-wired-headset/p/itmd513934cf0137?pid=ACCG3D93XBRTZHYJ";398;"2021-06-07"
"https://www.flipkart.com/sennheiser-hd8-dj-wired-without-mic-headset/p/itm0008dff1c4d1e?pid=ACCDUHGWYF6MQA4H";27990;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-641-bluetooth-headset/p/itm46c7e695916b9?pid=ACCFZGY5GCYFVW4F";2999;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-mini-bluetooth-headset/p/itme97bcd921276b?pid=ACCFZGFBPJNUT7YQ";848;"2021-06-07"
"https://www.flipkart.com/sennheiser-hd-250bt-bluetooth-headset/p/itm435db39cab7e1?pid=ACCFVGUUEZWZFVRR";4990;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-195-bluetooth-headset/p/itm581e9aab0a16a?pid=ACCFTV5KSE2ZUFTG";999;"2021-06-07"
"https://www.flipkart.com/sony-wi-xb400-bluetooth-headset/p/itmea271f7e033d1?pid=ACCFKSCG4AXHZHZ3";3649;"2021-06-07"
"https://www.flipkart.com/sony-wh-ch510-google-assistant-enabled-bluetooth-headset/p/itm5d93330224a49?pid=ACCFKYCB2JZTBVEH";2990;"2021-06-07"
"https://www.flipkart.com/jbl-e45bt-bluetooth-headset/p/itm8d652df39069c?pid=ACCEX563GVGHHGP2";5499;"2021-06-07"
"https://www.flipkart.com/zebronics-gravity-wireless-bluetooth-headset-mic-black/p/itm4f4af5c592380?pid=ACCFXH9WSZX3SSGV";999;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-fashion-gold-earphone-bluetooth-headset/p/itm758e3ae0f18a4?pid=ACCFEGJ7Q4YPRFH2";537;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-dynamic-bluetooth-headset/p/itm20a3cb55f26c6?pid=ACCFNFEGFGSVQ6YY";1149;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-510-super-extra-bass-bluetooth-headset/p/itme31435f3d9796?pid=ACCEZB5HSGRXTYVF";1798;"2021-06-07"
"https://www.flipkart.com/jbl-live-25bt-bluetooth-headset/p/itm6996ca22df2ad?pid=ACCFUZS7ZPQTRNTQ";1949;"2021-06-07"
"https://www.flipkart.com/skullcandy-ink-d-plus-wired-headset/p/itm10f18eee38e32?pid=ACCFXYRWNCB9HCZF";1299;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-buds-20-wired-earphones-grey-headset/p/itm09430ccb043d9?pid=ACCGFQ7EPZUJYQRR";399;"2021-06-07"
"https://www.flipkart.com/boat-bassheads-242-wired-headset/p/itmf94c3733e5830?pid=ACCFHBK3GUQE3BUD";549;"2021-06-07"
"https://www.flipkart.com/sony-wi-sp510-bluetooth-headset/p/itme9f5ff9d3b5f7?pid=ACCFRKMPEHGYZX7Q";4990;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-255f-bluetooth-headset/p/itmb1899a965705e?pid=ACCF6S3DJ6FG5Y9N";1199;"2021-06-07"
"https://www.flipkart.com/bose-sport-earbuds-bluetooth-headset/p/itm32f9c36e6c987?pid=ACCFVDF7DRZHGGTP";17990;"2021-06-07"
"https://www.flipkart.com/bose-sport-earbuds-bluetooth-headset/p/itm13d1e9c843ed9?pid=ACCFVDF7FGQ4FQEN";17990;"2021-06-07"
"https://www.flipkart.com/sony-mdr-zx110apwcin-wired-headset/p/itmdd0f03c13cba0?pid=ACCDW3HXPDYDFPFV";1490;"2021-06-07"
"https://www.flipkart.com/skullcandy-hesh-anc-bluetooth-headset/p/itmfd1e33b56c998?pid=ACCFXYZYH7ZSBF2T";10999;"2021-06-07"
"https://www.flipkart.com/jbl-live-100bt-bluetooth-headset/p/itm6e71b12f9d23e?pid=ACCGY6G77ZJHRQXV";1912;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-201-earbuds-bluetooth-headset/p/itm6297d04b07e12?pid=ACCFJ4F9GWCHG8Z9";1999;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-soul-bluetooth-headset/p/itm05a2e01cb292d?pid=ACCFHRUDD6U3B67P";2399;"2021-06-07"
"https://www.flipkart.com/jbl-live-100bt-bluetooth-headset/p/itm4a737770ca71d?pid=ACCGY6G7M6WY37UU";1899;"2021-06-07"
"https://www.flipkart.com/zebronics-bolt-blue-wired-headset/p/itm365f4fb1e9472?pid=ACCFXPPMS7GHXWSN";585;"2021-06-07"
"https://www.flipkart.com/zebronics-1001h-wired-headset/p/itm10532deb09963?pid=ACCFDABTVZFHDG2U";489;"2021-06-07"
"https://www.flipkart.com/jbl-tune-225tws-bluetooth-headset/p/itm98a08736bf85b?pid=ACCFTWYUMXTCHGKF";8499;"2021-06-07"
"https://www.flipkart.com/jbl-endurance-jump-bluetooth-headset/p/itma44f678fc1e47?pid=ACCF8CF7NYEFQMKZ";3999;"2021-06-07"
"https://www.flipkart.com/jbl-endurance-dive-bluetooth-headset/p/itmbd23fdb7ab6ff?pid=ACCF8CF7QBW9ARJE";5999;"2021-06-07"
"https://www.flipkart.com/jbl-c150si-wired-headset/p/itmd402e20d50a85?pid=ACCEHDJFUPC8JSEG";699;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-255f-pro-fast-charging-bluetooth-headset/p/itma6b4acbfa2348?pid=ACCFZGMYJSDR4HAS";1399;"2021-06-07"
"https://www.flipkart.com/jbl-t165bt-bluetooth-headset/p/itme65c85fada334?pid=ACCFZVS2JBZGBWFH";1825;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-335-bluetooth-headset/p/itm9759d94801b05?pid=ACCFTV5KCNBYXFMC";1599;"2021-06-07"
"https://www.flipkart.com/jbl-jblt500btwht-bluetooth-headset/p/itm1f580c829aec5?pid=ACCFA2PPZ33KUZFM";2999;"2021-06-07"
"https://www.flipkart.com/jbl-t100tws-bluetooth-headset/p/itm6baa190b4f3aa?pid=ACCFRRC3HRZ3TJ6R";4099;"2021-06-07"
"https://www.flipkart.com/skullcandy-ink-d-headset-mic/p/itm573637ac16e1e?pid=ACCDDEHY6HTHYMXA";979;"2021-06-07"
"https://www.flipkart.com/sony-wh-xb700-bluetooth-headset/p/itmf3c1d10dedf9d?pid=ACCFF9F58VZQYUSJ";8990;"2021-06-07"
"https://www.flipkart.com/sony-mdr-as210-open-ear-active-sports-headphones/p/itmb2062c1950c76?pid=ACCEMGPPG4YYXZGV";790;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-sound-bomb-q-bluetooth-headset/p/itm39e678b1d549e?pid=ACCFXB62VHZSHPTG";2699;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-305v2-bluetooth-headset/p/itm882f4e4d6c040?pid=ACCFTBTZMTZ6XDXX";1519;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-addiction-wired-headset/p/itmf4166953c0efd?pid=ACCFJB2CWRSMTZJU";274;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-tulip-wired-headset/p/itm1a28876ca5077?pid=ACCFT7GYXFHYXQGT";299;"2021-06-07"
"https://www.flipkart.com/sennheiser-gsp-300-wired-headset/p/itme180cb989ec14?pid=ACCESAFBQG5BV6GH";7400;"2021-06-07"
"https://www.flipkart.com/jbl-t165bt-bluetooth-headset/p/itmd4fe4ee51916a?pid=ACCFZVS2Z5ZSYV8C";1738;"2021-06-07"
"https://www.flipkart.com/sony-310ap-wired-headset/p/itmdcbbd52dd753b?pid=ACCDQZAUKTMY5VT7";949;"2021-06-07"
"https://www.flipkart.com/sony-mdrxb510asblack-wired-headset/p/itmf94fa4dba78e8?pid=ACCF2WRKNFTQYRBA";2990;"2021-06-07"
"https://www.flipkart.com/boat-100-wireless-bluetooth-headset/p/itmc74eef36bb5f9?pid=ACCFVNBQZPAKW8PG";1499;"2021-06-07"
"https://www.flipkart.com/zebronics-metallic-bluetooth-headset/p/itmc7a64559bba36?pid=ACCFEGP3SDMRKHGK";990;"2021-06-07"
"https://www.flipkart.com/sony-wi-1000xm2-active-noise-cancellation-enabled-bluetooth-headset/p/itmef6c2507ab1ef?pid=ACCFNY3N46VJCUKC";21990;"2021-06-07"
"https://www.flipkart.com/beats-powerbeats3-mnn02zm-a-bluetooth-headset/p/itm327b0ca16caae?pid=ACCEWXZF5KXBUGYU";16432;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-lark-bluetooth-headset/p/itm2f407f796475b?pid=ACCFZPHKRFMRHDBF";865;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-thunder-black-bluetooth-headset/p/itma1e5f2fbd899d?pid=ACCFBHDEHZFK6M2Y";749;"2021-06-07"
"https://www.flipkart.com/skullcandy-s2duy-l102-jib-wired-headset/p/itm7fe95eef9ebbc?pid=ACCFWHGWWWTCRTRM";799;"2021-06-07"
"https://www.flipkart.com/skullcandy-jib-wired-headphone/p/itm5c0a1e64a8bc9?pid=ACCD54JHNQKZYNH5";629;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-lark-bluetooth-supporting-earphone-mic-headset/p/itm8695d9b070d10?pid=ACCFZ8HBSZDWKURT";898;"2021-06-07"
"https://www.flipkart.com/sony-mdr-ex255ap-gaming-earphones-clear-sound-extra-bass-mic-wired-headset/p/itmfc1a35f8b5e73?pid=ACCG3Y4HKXHTKDT5";1990;"2021-06-07"
"https://www.flipkart.com/sennheiser-urbanite-xl-wireless-bluetooth-without-mic-headset/p/itmfd3fc902055f9?pid=ACCEEV5UYYZYBUUG";24990;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-711-bluetooth-headset/p/itmbdb7eb906d31e?pid=ACCFVENUBR92D2CS";4999;"2021-06-07"
"https://www.flipkart.com/jbl-t110bt-wireless-pure-bass-bluetooth-headset/p/itm7736e0da1ee62?pid=ACCF2AXCU8HXAH7B";1748;"2021-06-07"
"https://www.flipkart.com/boat-bassheads-242-wired-headset/p/itmd14489e7f6d2a?pid=ACCFUXTXKEVRTKWZ";549;"2021-06-07"
"https://www.flipkart.com/zebronics-paradise-wireless-bluetooth-headset/p/itm793f50371993a?pid=ACCFV5SZZDZEMUZ4";1190;"2021-06-07"
"https://www.flipkart.com/jbl-t160bt-bluetooth-headset/p/itma9d27b49709cd?pid=ACCF5R5JWGNK6BAQ";1699;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-bang-bluetooth-headset-headset/p/itm733150ced75f0?pid=ACCFZ2TZV4KZ7D7X";1499;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-be380t-bluetooth-headset/p/itm595a9b5e0be86?pid=ACCFFYDPTY3GAFKJ";690;"2021-06-07"
"https://www.flipkart.com/zebronics-sound-bomb-s1-pro-bluetooth-without-mic-headset/p/itmbc103afd29dac?pid=ACCFXENHJ7MM9BF6";1399;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-be380t-bluetooth-headset/p/itmdca00a36d450f?pid=ACCEZHJZS3JWKUXY";675;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-bh520-wireless-bluetooth-headset/p/itm6f1bc0388b920?pid=ACCEZGGGGDZFUKC8";325;"2021-06-07"
"https://www.flipkart.com/jbl-t110-pure-bass-wired-headset/p/itmdedd7710f721d?pid=ACCFFGWEGFUUBZBQ";738;"2021-06-07"
"https://www.flipkart.com/sennheiser-audio-bluetooth-headphone-headset/p/itm9dd339f7dcaa9?pid=ACCG36HZMRY6GMRQ";0;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-1001hmv-headset-wired/p/itmeb19f02c8af2f?pid=ACCFX78NYA8YB7GQ";550;"2021-06-07"
"https://www.flipkart.com/jbl-endurance-sprint-bluetooth-headset/p/itm64fa2f1dee8bd?pid=ACCF8CF79FB3NA5N";3299;"2021-06-07"
"https://www.flipkart.com/jabra-elite-active-75t-noise-cancellation-enabled-bluetooth-headset/p/itm692cf3c604b25?pid=ACCFPU9YFPQPQVZB";13499;"2021-06-07"
"https://www.flipkart.com/zebronics-sound-bomb-s1-bluetooth-headset/p/itmb49d6e608f3db?pid=ACCFUUSHBWUYNDUJ";999;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-255f-pro-bluetooth-headset/p/itm2784bc5a37ff8?pid=ACCFZ95MY8SGZQRT";1499;"2021-06-07"
"https://www.flipkart.com/sony-as210ap-sports-wired-headset/p/itm6de1ca9c239d7?pid=ACCEMGPZ7ENCKEJG";1099;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-pleasant-wired-headset/p/itma5d93df271049?pid=ACCFUACDSHH9WXEZ";399;"2021-06-07"
"https://www.flipkart.com/jbl-t450bt-extra-bass-bluetooth-headset/p/itm264ac110f3b8b?pid=ACCESGHY3JAZDR6H";2499;"2021-06-07"
"https://www.flipkart.com/skullcandy-s2jpw-m003-bluetooth-headset/p/itm645651a972a63?pid=ACCFT4DY7SG9FGAH";1619;"2021-06-07"
"https://www.flipkart.com/bose-noise-cancelling-700-anc-enabled-bluetooth-headset/p/itm963e7125fd47e?pid=ACCFGYZEGA8ZRGUT";34500;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-431-bluetooth-headset/p/itme5d8d8f38e68e?pid=ACCFZGHCZSZP6JPG";1899;"2021-06-07"
"https://www.flipkart.com/sony-wh-xb900n-active-noise-cancellation-enabled-bluetooth-headset/p/itm0757e6dbe2384?pid=ACCFGYCDXCA57ZBQ";16990;"2021-06-07"
"https://www.flipkart.com/jbl-quantum-200-wired-gaming-headset/p/itma0fca4c618f77?pid=ACCFSKBYED8WWBFW";3649;"2021-06-07"
"https://www.flipkart.com/sony-wi-sp510-extra-bass-wireless-stereo-headset-bluetooth/p/itm82ced083adc09?pid=ACCG2WTA88HW2HQY";5490;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-450-bluetooth-headset/p/itm722d8659a8520?pid=ACCFQKK85DSZSDHC";1499;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-381-asap-charge-bluetooth-headset/p/itm229ae06496600?pid=ACCFMRFXMAGVGAEG";1999;"2021-06-07"
"https://www.flipkart.com/zebronics-pine-bluetooth-headset/p/itm4090cb904ef13?pid=ACCFVYQS2SUJ6HNN";550;"2021-06-07"
"https://www.flipkart.com/skullcandy-jibtrue-wireless-bluetooth-headset/p/itm0a2cddd6a402c?pid=ACCFYVPGHK6JFAKT";2999;"2021-06-07"
"https://www.flipkart.com/sony-mdr-zx110apbcin-wired-headset/p/itm2a1a12dd304ef?pid=ACCDW3HXKAE6EQXF";1490;"2021-06-07"
"https://www.flipkart.com/jbl-live-25bt-bluetooth-headset/p/itm0b161296a3a0f?pid=ACCFUZS7YHNAZFNJ";1999;"2021-06-07"
"https://www.flipkart.com/sony-ex155-wired-headset/p/itm172297723e337?pid=ACCEVAEW4WF88FCG";1225;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-201-earbuds-bluetooth-headset/p/itm0c30c0c676135?pid=ACCFSDGSTNFEHZCH";1899;"2021-06-07"
"https://www.flipkart.com/skullcandy-s2dul-j319-wired-headset/p/itmbd25dbe6e925e?pid=ACCEJNYBYHPYX8ZV";689;"2021-06-07"
"https://www.flipkart.com/jabra-elite-65t-bluetooth-headset/p/itm702ae1b74aa6c?pid=ACCFBA52ZH2VZFXW";8999;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-261-bluetooth-headset/p/itm31814e743b166?pid=ACCFBZM7FYGGTYFX";1199;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-elegance-bt-headphone-bluetooth-headset/p/itm82f417b478982?pid=ACCFJEF3XFSZVDJU";800;"2021-06-07"
"https://www.flipkart.com/skullcandy-indy-fuel-true-wireless-bluetooth-headset/p/itm4890d95a90069?pid=ACCFTUGKQWZFFYYT";7799;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-131-bluetooth-headset/p/itmb5fe58a18b370?pid=ACCFSDGXX3S6DVBG";1295;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-buds-20-wired-earphone-black-headset/p/itm43526127b18dc?pid=ACCGFQ54QMHYEGMH";399;"2021-06-07"
"https://www.flipkart.com/sony-wi-c200-wireless-in-ear-headphones-mic-bluetooth-headset/p/itmfdedcde51f220?pid=ACCG2WTA4ZHECUHJ";2490;"2021-06-07"
"https://www.flipkart.com/beats-powerbeats3-bluetooth-headset/p/itmc8ec26df727a6?pid=ACCFGKYFUBJKB3QR";16500;"2021-06-07"
"https://www.flipkart.com/jbl-t500bt-bluetooth-headset/p/itmf3b34acbbe064?pid=ACCFA3MADBC7PGGN";2980;"2021-06-07"
"https://www.flipkart.com/sony-mdr-xb920-b-mdrxb920-bc-extra-bass-xb-headphones-bluetooth-without-mic-headset/p/itme087231f5723e?pid=ACCEEV5VEWQHHQXV";0;"2021-06-07"
"https://www.flipkart.com/skullcandy-jib-headset-mic/p/itm2dca06b73f10c?pid=ACCF6C84HWPABG7H";791;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-em800-wired-headset/p/itm5fd94cc7e7f78?pid=ACCF2ZA9K4SRNYZF";149;"2021-06-07"
"https://www.flipkart.com/jbl-tune-750btnc-bluetooth-headset/p/itmb7af4d63facf5?pid=ACCFMJBJAGRYT38H";5699;"2021-06-07"
"https://www.flipkart.com/boat-103-wireless-bluetooth-headset/p/itmbed807c7d607f?pid=ACCFTYB6SMMEGSKG";1199;"2021-06-07"
"https://www.flipkart.com/jbl-tune220tws-bluetooth-headset/p/itm29cc5ef0b71fd?pid=ACCFR9FBEJY5BPQH";6599;"2021-06-07"
"https://www.flipkart.com/skullcandy-chops-flex-headset-mic/p/itm658efdd8810eb?pid=ACCES9Q8PC9SFUZD";1299;"2021-06-07"
"https://www.flipkart.com/boat-100-wireless-bluetooth-headset/p/itm7aeabf4e57e7f?pid=ACCFVNBQMNPTHSRG";1499;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-400-bluetooth-headset/p/itm1dadeaac34189?pid=ACCEPZB2HFHQJG5Y";1399;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-510-super-extra-bass-bluetooth-headset/p/itmb88c882fd1a8a?pid=ACCEZB5QGQBDWVWD";1699;"2021-06-07"
"https://www.flipkart.com/zebronics-sound-bomb-s1-bluetooth-headset/p/itmfc94ecaedacbf?pid=ACCFURYHBQDCZSNU";999;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-gravity-bluetooth-earphone-voice-assistant-headset/p/itmcb3f56b622807?pid=ACCFWG29HWTX4RHY";999;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-255f-pro-fast-charging-bluetooth-headset/p/itmce85f8010f1f0?pid=ACCFMZ5GEGCVGUHA";1299;"2021-06-07"
"https://www.flipkart.com/sony-wf-1000xm3-bluetooth-headset/p/itma9726dc3cf76f?pid=ACCFXAA8GCEZZWVY";14990;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-colt-wired-headset/p/itm235349c62875b?pid=ACCDW733X2H3YTEY";499;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-thunder-bluetooth-headset/p/itm27ee0543b2e66?pid=ACCFZV7ZBEJACGHH";820;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-412-bluetooth-headset/p/itm35cc403fe4604?pid=ACCFSDGSYZEHX3CC";2999;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-370-bluetooth-headset/p/itmb5f9f1f7cc638?pid=ACCFPDSFAZ8DG43U";1380;"2021-06-07"
"https://www.flipkart.com/sony-mdr-xb450ap-red-wired-headset/p/itm7453e1e077224?pid=ACCEZ7FSPHFUGZ9S";2490;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-air-duo-bluetooth-headset/p/itm537f207fd0496?pid=ACCFFRZEJQ6XPHNX";2245;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-402-bluetooth-headset/p/itm32796a22c1cac?pid=ACCFSDGSN7ERVZHP";1799;"2021-06-07"
"https://www.flipkart.com/skullcandy-sesh-s2tdw-m704-bluetooth-headset/p/itm2f43b6a992253?pid=ACCFNFCYZMYQVZZQ";3299;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-grace-u-usb-headphone-adjustable-headband-wired-headset/p/itmbef033120b7aa?pid=ACCG2CC3TNGCZCZT";1180;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-131-bluetooth-headset/p/itm8fa902d7d8fa8?pid=ACCFSDGXT4HZXY4J";1299;"2021-06-07"
"https://www.flipkart.com/jbl-quantum-300-wired-gaming-headset/p/itmc1978b2b3ba3c?pid=ACCFSKBYYSHUTJFM";4699;"2021-06-07"
"https://www.flipkart.com/zebronics-twin-wired-earphone-without-mic-headset/p/itma7d05c472af53?pid=ACCFMD3VWJGHAHVK";132;"2021-06-07"
"https://www.flipkart.com/jbl-live-500bt-voice-enabled-bluetooth-headset/p/itm9d66cc0fb7fa0?pid=ACCFFMWYUAZPY97Z";6999;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-symphony-bluetooth-headset/p/itma31142ddccd37?pid=ACCFGAAGPGGTMQVB";679;"2021-06-07"
"https://www.flipkart.com/sennheiser-hd-400s-wired-headset/p/itm73ddc981c138c?pid=ACCFECFESEPGFCHR";4990;"2021-06-07"
"https://www.flipkart.com/zebronics-preksha-2-0-bluetooth-headset/p/itm87ecf8fc98c52?pid=ACCFZHSVZYTWZKVH";1089;"2021-06-07"
"https://www.flipkart.com/jbl-live100-wired-headset/p/itm251821fa5be84?pid=ACCF8CF7S4HD7S5T";2099;"2021-06-07"
"https://www.flipkart.com/skullcandy-jib-headset-mic/p/itm486dd0877b0a1?pid=ACCF6C86QJCH5HJH";699;"2021-06-07"
"https://www.flipkart.com/zebronics-bro-wired-earphone-headset/p/itmb36474cd185fa?pid=ACCFZC3MZAQB7QBG";210;"2021-06-07"
"https://www.flipkart.com/sennheiser-cx-6-00bt-bluetooth-headset/p/itmb369dc2b83af0?pid=ACCF2MWPGNWEZG2J";6662;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-402-bluetooth-headset/p/itmc8cac46904489?pid=ACCFSDGSNRQC3ZQE";1799;"2021-06-07"
"https://www.flipkart.com/boat-bassheads-220-super-extra-bass-wired-headset/p/itmbfc23d2aeeae3?pid=ACCEZB5MDEVSJZMQ";549;"2021-06-07"
"https://www.flipkart.com/sennheiser-hd2-30i-wired-without-mic-headset/p/itmebc273d797b23?pid=ACCES9QATECYCXRF";6990;"2021-06-07"
"https://www.flipkart.com/jbl-t100tws-bluetooth-headset/p/itmc9cc539beb729?pid=ACCFRRC3D5Q3RSGJ";4099;"2021-06-07"
"https://www.flipkart.com/jbl-quantum-50-wired-gaming-headset/p/itm7ada7fa2471c8?pid=ACCFVY4K9SMVA8FQ";1599;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-bang-bluetooth-headset/p/itmf9dd86768948c?pid=ACCFKTFZYQHZMJKC";892;"2021-06-07"
"https://www.flipkart.com/zebronics-lark-bluetooth-headset/p/itmce1ed9a2a1cfb?pid=ACCFWZFKS2E2YKHK";1080;"2021-06-07"
"https://www.flipkart.com/zebronics-zb-lily-wired-headset/p/itm6857076a97b92?pid=ACCFTYYBBHZZZTWW";281;"2021-06-07"
"https://www.flipkart.com/skullcandy-hesh-anc-bluetooth-headset/p/itmfe871b2d16a3a?pid=ACCFXYPF4W3MHGFG";10999;"2021-06-07"
"https://www.flipkart.com/sony-wh-ch510-wireless-active-noise-cancelling-headphones-mic-phone-calls-bluetooth-headset/p/itm757b4f3781d77?pid=ACCG2UK9KYNNVQA9";0;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-431-bluetooth-headset/p/itmfe8b22bdf5a4d?pid=ACCFZGBJZMHMZHUN";1999;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-bro-headset-mic-wired/p/itme17b9759e4764?pid=ACCFP4UADXTMYBXK";205;"2021-06-07"
"https://www.flipkart.com/sony-wi-c600n-wireless-neckband-headphones-mic-bluetooth-headset/p/itme92ebfc7deadf?pid=ACCG2WTAFCEFPD2W";9990;"2021-06-07"
"https://www.flipkart.com/zebronics-bro-universal-wired-headset/p/itm0fb9da48c44d9?pid=ACCFSVJSZU7M3V8W";225;"2021-06-07"
"https://www.flipkart.com/sennheiser-ambeo-smart-wired-headset/p/itm132ddcb88440c?pid=ACCF3PV5TMXCHBEN";19990;"2021-06-07"
"https://www.flipkart.com/boat-rockerz-255-bluetooth-headset/p/itm3630920c4b550?pid=ACCFV9FYSZCFYPGH";1299;"2021-06-07"
"https://www.flipkart.com/zebronics-tarang-bluetooth-headphone-headset/p/itmeae104ede4aa1?pid=ACCF6BF5C6ZX8SJ4";999;"2021-06-07"
"https://www.flipkart.com/jbl-t165bt-bluetooth-headset/p/itm58620448adfb8?pid=ACCFZVS2YZTMGFM6";1739;"2021-06-07"
"https://www.flipkart.com/sony-xb510-wired-headset/p/itm7c01551ea30fb?pid=ACCESKHAMFCR8ZZY";2780;"2021-06-07"
"https://www.flipkart.com/jbl-tune-660nc-bluetooth-headset/p/itmb0719bdf111ce?pid=ACCGY6G79DUXDMUQ";5999;"2021-06-07"
"https://www.flipkart.com/jbl-t110bt-bluetooth-headset/p/itmf16e9d32d967d?pid=ACCFYXN8WNCV62FD";1785;"2021-06-07"
"https://www.flipkart.com/skullcandy-s2dul-j846-wired-headset/p/itm596d5fa3e998b?pid=ACCEJNYBZKCFFGJ6";669;"2021-06-07"
"https://www.flipkart.com/boat-airdopes-491-bluetooth-headset/p/itm124ae45fcb791?pid=ACCFZ492UVGHYJZ4";3999;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-yoga-bluetooth-headset/p/itmb841b926b7c76?pid=ACCFWXQZHPHYGWAY";1554;"2021-06-07"
"https://www.flipkart.com/boat-bassheads-220-super-extra-bass-wired-headset/p/itm5dd6ff75f88be?pid=ACCEZB5RK47Z9K9Z";549;"2021-06-07"
"https://www.flipkart.com/zebronics-zeb-thunder-wireless-bluetooth-headphone-headset/p/itm9526db494445f?pid=ACCFU84FYYN2TJVD";839;"2021-06-07"
"https://www.flipkart.com/zebronics-pleasent-wired-headset/p/itm031683263db7c?pid=ACCFVB7ZUYHFEGZ4";579;"2021-06-07"
"https://www.flipkart.com/sony-wf-sp800n-26-hours-battery-life-active-noise-cancellation-enabled-bluetooth-headset/p/itmc6a820a8b5ea4?pid=ACCFSNJETNYSDD8P";14990;"2021-06-07"
"https://www.flipkart.com/jbl-c50hi-wired-headset/p/itm29f0e9a37f6ad?pid=ACCFAMFQSGUG9D8R";499;"2021-06-07"
"https://www.flipkart.com/zebronics-storm-black-wired-without-mic-headset/p/itm1d9ff05af451e?pid=ACCECH64YTEDRZNT";619;"2021-06-07"
"https://www.flipkart.com/skullcandy-riff-mic-wired-headset/p/itmec7cecbcee134?pid=ACCFAUHHP2MVRZY9";1990;"2021-06-07"
"https://www.flipkart.com/skullcandy-jib-headset-mic/p/itme3e3dc0de085b?pid=ACCEXZYQ2AGYTJ66";783;"2021-06-07"
"https://www.flipkart.com/sony-wf-sp800n-active-noise-cancellation-enabled-bluetooth-headset/p/itma2382fec62a74?pid=ACCFSNJEYQGB8PYJ";14990;"2021-06-07"
"https://www.flipkart.com/jbl-live-400bt-voice-enabled-bluetooth-headset/p/itmd07893a6212f1?pid=ACCFFMVSRFZFHHUR";6499;"2021-06-07"
"https://www.flipkart.com/sony-wh-xb900n-active-noise-cancellation-enabled-bluetooth-headset/p/itm5677885c992f7?pid=ACCFGYCDPRSWU8GQ";16990;"2021-06-07"
"https://www.flipkart.com/jbl-tune-225tws-bluetooth-headset/p/itm7a8e6e81c6aa6?pid=ACCFTWYU6RTGPYZZ";8499;"2021-06-07"
"https://www.flipkart.com/jbl-t50hi-wired-headset/p/itmfb347c2884e45?pid=ACCFTYWVJZD8BTHS";499;"2021-06-07"
